0,10000,7,19,675,23,8.787000
0,10000,7,18,126,19,0.295000
0,10000,7,17,436,17,3.591000
0,10000,7,16,205,17,0.843000
0,10000,7,15,691,19,7.748000
0,10000,7,14,216,20,0.928000
0,10000,7,13,126,21,0.357000
0,10000,7,12,92,20,0.174000
0,10000,7,11,352,22,2.189000
0,10000,7,10,391,25,2.837000
0,10000,7,9,170,21,0.555000
0,10000,7,8,362,22,2.341000
0,10000,7,7,261,22,1.300000
0,10000,7,6,531,21,5.310000
0,10000,7,5,2147,24,79.117000
0,10000,7,4,113,18,0.331000
0,10000,7,3,91,20,0.148000
0,10000,7,2,1046,21,17.653000
0,10000,7,1,292,18,1.653000
0,10000,7,0,66,16,0.096000
0,10000,6,19,273,19,1.319000
0,10000,6,18,79,16,0.121000
0,10000,6,17,54,15,0.057000
0,10000,6,16,134,17,0.366000
0,10000,6,15,90,17,0.153000
0,10000,6,14,273,20,1.297000
0,10000,6,13,109,10,0.337000
0,10000,6,12,129,13,0.345000
0,10000,6,11,191,18,0.700000
0,10000,6,10,41,14,0.043000
0,10000,6,9,285,19,1.449000
0,10000,6,8,228,17,0.812000
0,10000,6,7,130,15,0.314000
0,10000,6,6,108,16,0.211000
0,10000,6,5,172,14,0.555000
0,10000,6,4,165,19,0.475000
0,10000,6,3,1353,15,29.675000
0,10000,6,2,325,19,1.642000
0,10000,6,1,40,12,0.046000
0,10000,6,0,67,16,0.079000
0,10000,5,19,35,11,0.022000
0,10000,5,18,67,15,0.071000
0,10000,5,17,53,11,0.056000
0,10000,5,16,34,12,0.023000
0,10000,5,15,54,14,0.049000
0,10000,5,14,104,14,0.173000
0,10000,5,13,58,12,0.060000
0,10000,5,12,68,14,0.075000
0,10000,5,11,61,12,0.073000
0,10000,5,10,36,13,0.022000
0,10000,5,9,99,12,0.176000
0,10000,5,8,90,15,0.150000
0,10000,5,7,11,5,0.003000
0,10000,5,6,105,13,0.176000
0,10000,5,5,34,12,0.024000
0,10000,5,4,315,16,1.496000
0,10000,5,3,75,14,0.096000
